en,de,description,file,hash
attempt,Versuch,,site/modules/FrontendForms/Formelements/Form.php,1db222fece0e7454c122788bf892adf8
"You have %s %s left until you will be blocked due to security reasons.","Sie haben noch %s %s übrig, bis Sie aus Sicherheitsgründen gesperrt werden.",,site/modules/FrontendForms/Formelements/Form.php,45010ad705310127fdc90740a9ffd232
"This is failed attempt number %s. This is your last attempt to send the form. After that you will be blocked due to security reasons.","Dies ist Fehlversuch %s. Sie haben noch einen Versuch das Formular erfolgreich abzusenden. Danach werden Sie aus Sicherheitsgründen gesperrt.",,site/modules/FrontendForms/Formelements/Form.php,47ad76bd199affac60644bad8dcb8061
"You have not added a question for your question CAPTCHA!","Sie haben keine Frage für Ihre Fragen-CAPTCHA hinzugefügt!",,site/modules/FrontendForms/Formelements/Form.php,1bb62f28bc5d389b36a0e42b2a2d6a63
"You have not added some answers for your question CAPTCHA!","Sie haben keine Antworten für Ihre Fragen-CAPTCHA hinzugefügt!",,site/modules/FrontendForms/Formelements/Form.php,1661e10f0e3721d8a4c907fee18e6425
"If you do not correct this error, you cannot use the simple question CAPTCHA and the Captcha will not be displayed.","Wenn Sie diesen Fehler nicht korrigieren, können Sie dieses Fragen-CAPTCHA nicht verwenden und es wird auch nicht angezeigt.",,site/modules/FrontendForms/Formelements/Form.php,7101c396b133aa31a4ddfc686b2c093a
close,schließen,,site/modules/FrontendForms/Formelements/Form.php,716f6b30598ba30945d84485e61c1027
edit,bearbeiten,,site/modules/FrontendForms/Formelements/Form.php,de95b43bceeb4b998aed4aed5cef1ae7
"You have reached the max. number of allowed attempts and therefore you cannot submit the form once more. To reset the blocking and to submit the form anyway you have to close this browser, open it again and visit this page once more.","Sie haben die max. Anzahl von Versuchen erreicht und aus diesem Grund können Sie das Formular nun nicht mehr absenden. Um die Sperrung aufzuheben und das Formular dennoch abzusenden schließen Sie bitte den Browser, öffnen ihn erneut und besuchen Sie diese Seite noch einmal.",,site/modules/FrontendForms/Formelements/Form.php,9604672fb8882c926b1fcf42c89576d7
"Step %s of %s","Schritt %s von %s",,site/modules/FrontendForms/Formelements/Form.php,cc8c4c54107b291b093ffed9bf40f2f5
"You do not have Javascript enabled. This could cause problems. Please enable Javascript to submit the form without any problems.","Sie haben Javascript nicht aktiviert. Dies könnte zu Problemen führen. Bitte aktivieren Sie Javascript, um das Formular problemlos absenden zu können.",,site/modules/FrontendForms/Formelements/Form.php,8f42b5d8ad7d0119ad65510e26fa715c
"Uploading files via GET request is not possible. Please use POST instead or remove the file upload field.","Das Hochladen von Dateien per GET-Anfrage ist nicht möglich. Bitte verwenden Sie stattdessen POST.",,site/modules/FrontendForms/Formelements/Form.php,a359e357b438643f4ecddfa685e3ab68
"A file upload is only possible in the last step. Please move the file upload field(s) to the last step. Otherwise it would not work.","Ein Datei-Upload ist erst im letzten Schritt möglich. Bitte verschieben Sie das/die Datei-Upload-Feld(er) in den letzten Schritt. Sonst wird es nicht funktionieren.",,site/modules/FrontendForms/Formelements/Form.php,da2d1e91e66ed810febf41c2857e1705
"We are sorry, but your IP address %s is on the list of forbidden IP addresses. Therefore the form will not be displayed. If you think your IP address is mistakenly on the list, please contact the administrator of the site.","Es tut uns leid, aber Ihre IP-Adresse %s steht auf der Liste der verbotenen IP-Adressen. Daher wird das Formular nicht angezeigt. Wenn Sie glauben, dass Ihre IP-Adresse fälschlicherweise auf der Liste steht, wenden Sie sich bitte an den Administrator der Website.",,site/modules/FrontendForms/Formelements/Form.php,092284a62a0f8c62fa528c0cfd3d157c
year,Jahr,,site/modules/FrontendForms/Formelements/Form.php,84cdc76cabf41bd7c961f6ab12f117d8
years,Jahre,,site/modules/FrontendForms/Formelements/Form.php,75aeb98e5241592ad6a6c2c4c78a16ef
month,Monat,,site/modules/FrontendForms/Formelements/Form.php,7436f942d5ea836cb84f1bb2527d8286
months,Monate,,site/modules/FrontendForms/Formelements/Form.php,da36cfaf48b9e19896e23e1207040d1e
day,Tag,,site/modules/FrontendForms/Formelements/Form.php,628b7db04235f228d40adc671413a8c8
days,Tage,,site/modules/FrontendForms/Formelements/Form.php,44fdec47036f482b68b748f9d786801b
hour,Stunde,,site/modules/FrontendForms/Formelements/Form.php,896c55cc5e46fab38ce9f51ebf7bfcd3
hours,Stunden,,site/modules/FrontendForms/Formelements/Form.php,73cdddd7730abfc13a55efb9f5685a3b
minute,Minute,,site/modules/FrontendForms/Formelements/Form.php,0a7d55be9d12a369a6a8da0fb517fba4
minutes,Minuten,,site/modules/FrontendForms/Formelements/Form.php,640fd0cc0ffa0316ae087652871f4486
second,Sekunde,,site/modules/FrontendForms/Formelements/Form.php,a9f0e61a137d86aa9db53465e0801612
seconds,Sekunden,,site/modules/FrontendForms/Formelements/Form.php,783e8e29e6a8c3e22baa58a19420eb4f
"Email could not be sent due to possible wrong email configuration settings.","E-Mail konnte aufgrund einer fehlerhaften Konfiguration in den Einstellungen nicht gesendet werden.",,site/modules/FrontendForms/Formelements/Form.php,72cf6df09879e3c5e34778bf6f1bc965
"GD library is not installed/enabled. Please install/enable it to be able to use CAPTCHA images.","Die GD-Bibliothek ist nicht installiert/aktiviert. Bitte installieren/aktivieren Sie diese, um die CAPTCHA-Funktion verwenden zu können.",,site/modules/FrontendForms/FrontendForms.module,3f73c9dc2eed9de2758f0bf0c32893f4
"no HTML template","kein HTML Template",,site/modules/FrontendForms/FrontendForms.module,7a646761a1d8fa416125a58d609c221d
"Inherit from FrontendForms","Von FrontendForms übernehmen",,site/modules/FrontendForms/FrontendForms.module,5bfe6a369b802afdb9bb4909ac726c2d
"Sorry, but the requested file could not be downloaded from GitHub.","Entschuldigung, aber die angeforderte Datei konnte nicht von GitHub heruntergeladen werden.",,site/modules/FrontendForms/FrontendForms.module,5b69485d8306131960b9de0e500d3d7f
Comments,Kommentare,"should be identical to the weird name/title above",site/modules/FrontendForms/FrontendForms.module,8413c683b4b27cc3f4dbd4c90329d8ba
"The password blacklist has been updated manually.","Die Passwort-Blacklist wurde manuell aktualisiert.",,site/modules/FrontendForms/FrontendForms.module,8c1cf6d64804d4ace27e32e7328ba784
"The SPAM word list has been updated manually.","Die SPAM-Wortliste wurde manuell aktualisiert.",,site/modules/FrontendForms/FrontendForms.module,e8b59441746714ec79fa86fea2f9a3fe
"Sorry, the SPAM word list could not be downloaded from GitHub. Please try again later.","Entschuldigung, die SPAM-Wortliste konnte nicht von GitHub heruntergeladen werden. Bitte versuchen Sie es später noch einmal.",,site/modules/FrontendForms/FrontendForms.module,70d35607cdfdb1879dd80927906243cb
"The IP address %s was added to the IP blacklist.","Die IP-Adresse %s wurde zur IP-Blacklist hinzugefügt.",,site/modules/FrontendForms/FrontendForms.module,3c9c17c611ca47bc9a610fff9ab8a41e
"The IP address %s is not a valid IP address and was not added to the IP blacklist.","Die IP-Adresse %s ist keine gültige IP-Adresse und wurde nicht auf die IP-Blacklist gesetzt.",,site/modules/FrontendForms/FrontendForms.module,6dcb62add557b1fa4a3eef38ca451e6c
"The IP address %s was removed from the IP blacklist.","Die IP-Adresse %s wurde von der IP-Blacklist entfernt.",,site/modules/FrontendForms/FrontendForms.module,b537ea59941fa9c24d70efa853c70b20
"The IP address %s was not found in the IP blacklist and could not be removed.","Die IP-Adresse %s wurde in der IP-Blacklist nicht gefunden und konnte nicht entfernt werden.",,site/modules/FrontendForms/FrontendForms.module,f16756cb9600a2b61f6007d4d0e8a904
"The website has been searched for new fonts.","Die Website wurde nach neuen Schriftarten durchsucht.",,site/modules/FrontendForms/FrontendForms.module,f8d3589fa7a033404829e74246630287
"Blacklist of passwords from the module FrontendForms was updated","Die Blacklist der Passwörter vom Modul FrontendForms wurde aktualisiert",,site/modules/FrontendForms/FrontendForms.module,a4738ea29c2c5ace3adeefbcc56f593c
"%s is not a valid IP address and has therefore been deleted.","%s ist keine gültige IP-Adresse und wurde daher gelöscht.",,site/modules/FrontendForms/FrontendForms.module,143f13c4b36b268ecbc7a7e80e7a7660
"%s is not a valid color code and has therefore been deleted.","%s ist kein gültiger Farbcode und wurde daher gelöscht.",,site/modules/FrontendForms/FrontendForms.module,1553a16436f49f007d1ccc3ad6da67be
"The color code %s does not correspond to a valid color code in HEX format and has therefore been reset to the default value %s.","Der Farbcode %s entspricht keinem gültigen Farbcode im HEX-Format und wurde daher auf den Standardwert %s zurückgesetzt.",,site/modules/FrontendForms/FrontendForms.module,8af25e171cbe1bc3c510609cef747360
"Enter a date format in PHP dateformat syntax (fe Y-m-d). %s","Geben Sie ein Datumsformat in der PHP-Dateformat-Syntax ein (z. B. Y-m-d). %s",,site/modules/FrontendForms/FrontendForms.module,05d5bf0f900e06d69f77a037499e4d0f
" The default format is %s","Das Standardformat ist %s",,site/modules/FrontendForms/FrontendForms.module,8b9e799eb009d097d46c45aae0a90b83
"Enter a time format in PHP dateformat syntax (fe H:i:s). %s","Geben Sie ein Zeitformat in der PHP-Dateformat-Syntax ein (z. B. H:i:s). %s",,site/modules/FrontendForms/FrontendForms.module,a959f5151c4d15bf318ece417a112b4e
"There are unsaved changes in this form. If you continue, these changes will be lost, since this action only saves the related settings. Please save your changes first, or choose ""Continue"" to discard them.","In diesem Formular gibt es nicht gespeicherte Änderungen. Wenn Sie weitermachen, gehen diese Änderungen verloren, da diese Aktion nur die zugehörigen Einstellungen speichert. Bitte speichern Sie zuerst Ihre Änderungen oder wählen Sie ""Weiter"", um sie zu verwerfen.",,site/modules/FrontendForms/FrontendForms.module,f5b7e47d1a36b3cfc76c0b1df6049037
Continue,Weiter,,site/modules/FrontendForms/FrontendForms.module,a0bfb8e59e6c13fc8d990781f77694fe
Cancel,Abbrechen,,site/modules/FrontendForms/FrontendForms.module,ea4788705e6873b424c65e91c2846b19
OK,Ok,,site/modules/FrontendForms/FrontendForms.module,e0aa021e21dddbd6d8cecec71e9cf564
"This can be overwritten on the form by using this method","Diese Einstellung kann mit dieser Methode auf dem Formular überschrieben werden",,site/modules/FrontendForms/FrontendForms.module,2047dbfc9f2dc1e1932ba5b3e5348e1e
"This can be overwritten on the form by using these methods","Diese Einstellungen können mit diesen Methoden auf dem Formular überschrieben werden",,site/modules/FrontendForms/FrontendForms.module,d248bc06fcb2345c55dfd44c687e8210
"Use this method to test, if IP ban works. Enter the IP address that should be tested.","Verwenden Sie diese Methode, um zu testen, ob das IP-Verbot funktioniert. Geben Sie die IP-Adresse ein, die getestet werden soll.",,site/modules/FrontendForms/FrontendForms.module,ae3f9d4b86fc69e0ada3f76bf6e57e52
"This method is only for testing purposes, so do not forget to remove it afterwards.","Diese Methode ist nur für Testzwecke. Bitte vergessen Sie nicht, diese später wieder zu entfernen.",,site/modules/FrontendForms/FrontendForms.module,b9a5f2677904db4468d20a5fb37984ff
"Slide right to fill","Nach rechts schieben",,site/modules/FrontendForms/FrontendForms.module,e76d67cace68112a07c87cd19864fc08
Loading,Laden,,site/modules/FrontendForms/FrontendForms.module,16bfbf9c462762cf1cba4134ec53c504
"Try again!","Nochmal versuchen!",,site/modules/FrontendForms/FrontendForms.module,0912f8f8b87c237b8415f1b4c0a50438
"The reply form could not be loaded due to an error.","Das Antwortformular konnte aufgrund eines Fehlers nicht geladen werden.",,site/modules/FrontendForms/FrontendForms.module,7a91feaf15ea56c4f0247559f076a9ad
Seconds,Sekunden,,site/modules/FrontendForms/FrontendForms.module,8f19a8c7566af54ea8981029730e5465
Attempts,Versuche,,site/modules/FrontendForms/FrontendForms.module,7ba3b8236d48d4f4c5ec03c3fe6b75a9
Colors,Farben,,site/modules/FrontendForms/FrontendForms.module,5d50889672f6f860d14f502de3de1957
Lines,Linien,,site/modules/FrontendForms/FrontendForms.module,a0b0293a2db49f5f93c15a62e095c819
"More detailed information about the IP %s at www.domaintools.com","Genauere Informationen über die IP-Adresse %s auf www.domaintools.com",,site/modules/FrontendForms/FrontendForms.module,294f7882d547e02ee8934197e3ee43f7
"Failed attempts for IP %s","Fehlerhafte Versuche für die IP-Adresse %s",,site/modules/FrontendForms/FrontendForms.module,c7c54e3411829686d669490ff05d0094
Date,Datum,,site/modules/FrontendForms/FrontendForms.module,44749712dbec183e983dcd78a7736c41
URL,=,,site/modules/FrontendForms/FrontendForms.module,e6b391a8d2c4d45902a23a8b6585703d
Form-ID,Formular-ID,,site/modules/FrontendForms/FrontendForms.module,de2beed414f268855270166b3474b45a
"Opens in a new window","Öffnet in einem neuen Fenster",,site/modules/FrontendForms/FrontendForms.module,de25d7fa7d62d750a846b81dcb3b37f9
"IP address",IP-Adresse,,site/modules/FrontendForms/FrontendForms.module,75ba8d70e3692ba200f0e0df37b4d2ae
User,Benutzer,,site/modules/FrontendForms/FrontendForms.module,8f9bfe9d1345237cb3b2b205864da075
"Blacklist entry","Blacklist Eintrag",,site/modules/FrontendForms/FrontendForms.module,59deadcbf685b2ad32b7668720ce083d
"Number of blocks","Anzahl der Sperrungen",,site/modules/FrontendForms/FrontendForms.module,02281719187ced2a9763531b2d5cde35
Details,=,,site/modules/FrontendForms/FrontendForms.module,3ec365dd533ddb7ef3d1c111186ce872
"Add/remove IP from blacklist","Hinzufügen/entfernen der IP von der Black List",,site/modules/FrontendForms/FrontendForms.module,9b63ca019aacfd9a7917473e1720afbb
"View details","Details anzeigen",,site/modules/FrontendForms/FrontendForms.module,6e9783376d951cfd780e9fdb67a0f02c
"Remove from blacklist","Von der Blacklist entfernen",,site/modules/FrontendForms/FrontendForms.module,5ad3137edf46035a9faf9432f7cd0522
"Add to blacklist","Zur Blacklist hinzufügen",,site/modules/FrontendForms/FrontendForms.module,218ccb4c1ea08f5bfb6cd390c3ba94e5
"Sorry, but there is not data available. Please check if logging is enabled.","Es sind leider keine Daten vorhanden. Bitte überprüfen Sie ob das loggen aktiviert is.",,site/modules/FrontendForms/FrontendForms.module,ee765dab27b2a05c8e2f670c2e6968ad
"Markup and styling settings for the forms","Markup und Styling Einstellung für die Formulare",,site/modules/FrontendForms/FrontendForms.module,7a07ed63e2a6c4a1c8119b711075aff2
"Make your global settings for the output. Most of the settings can be overwritten on per form base if needed.","Tätigen Sie Ihre globalen Einstellungen für die Ausgabe. Die meisten dieser Einstellungen können für jedes Formular überschrieben werden.",,site/modules/FrontendForms/FrontendForms.module,93acc85a7149f81e94ce8c38c98301b0
"Settings for required fields","Einstellungen für die Pflichtfelder",,site/modules/FrontendForms/FrontendForms.module,6175c8574382c56b54af9989e0bbf521
"Asterisk for required field","Asterisk für Pflichtfelder",,site/modules/FrontendForms/FrontendForms.module,6e84806e22592cd29d58f62816fc69df
